id LogIdx EVCs(:,1) EVCs(:,2) ERs(:,1) ERs(:,2) RTs(:,1) RTs(:,2) ExpectedStateParam ActualStateParam ControlParamType_1 ControlParamType_2 ControlParamVal_1 ControlParamVal_2 CtrlIntensities_1 CtrlIntensities_2 ACC_HypotheticalBOLD_1 ACC_HypotheticalBOLD_2 ACC_HypotheticalBOLD_3 ACC_HypotheticalBOLD_4 ACC_HypotheticalBOLD_5 ACC_HypotheticalBOLD_6 ACC_HypotheticalBOLD_7 ACC_HypotheticalBOLD_8 TrialType TrialDescr condition 
3 1 108.2005 108.2005 0.047537 0.047537 0.98861 0.98861 1.465 1.465 1 1 0.076 0.077 0.2 0.2 0 0 108.2005 0.4 1.6442 0.048577 0.6 -0.2 1 con 0 
3 2 108.2491 108.2491 0.047537 0.047537 0.98861 0.98861 1.465 1.465 1 1 0.076 0.077 0.2 0.2 111.1801 -72.7592 108.2491 0.4 1.6442 0 0 0 1 con -1 
3 3 108.2491 108.2491 0.047537 0.047537 0.98861 0.98861 1.465 1.465 1 1 0.076 0.077 0.2 0.2 0 0 108.2491 0.4 1.6442 0 0 0 1 con 0 
3 4 108.2491 108.2491 0.047537 0.047537 0.98861 0.98861 1.465 1.465 1 1 0.076 0.077 0.2 0.2 0 0 108.2491 0.4 1.6442 0 0 0 1 con 0 
3 5 108.2491 55.4797 0.047537 0.5049 0.98861 1.506 0.695 0.695 1 1 0.076 -0.077 0.2 0.2 0 0 108.2491 0.4 1.6442 0 0 0 1 inc 0 
3 6 99.1458 72.7129 0.0965 0.3256 1.1425 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 1893.2759 -1893.2759 99.1458 0.6 5.0496 0.048577 0.6 0.2 1 inc 0 
3 7 91.4781 105.9902 0.16338 0.037599 1.2768 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 31423.9028 -31320.9821 91.4781 0.6 5.0496 0 0 0 1 con 0 
3 8 99.6281 68.933 0.11621 0.38225 1.1883 1.4816 0.695 0.695 1 1 0.152 0 0.4 0 31689.7487 31689.7487 99.6281 0.4 2.3201 0.02144 0.2 -0.2 1 inc 0 
3 9 91.8343 72.7401 0.16011 0.3256 1.2714 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 29112.079 -29112.079 91.8343 0.6 5.0496 0.02144 0.2 0.2 1 inc 1 
3 10 85.3402 72.7615 0.21658 0.3256 1.3517 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 46231.3693 -46197.744 85.3402 0.6 5.0496 0 0 0 1 inc 0 
3 11 80.8338 73.7635 0.21234 0.27362 1.3465 1.4114 0.695 0.695 1 1 0.304 0 0.8 0 30228.7681 -30228.7681 80.8338 0.8 10.0232 0.02144 0.2 0.2 1 inc 1 
3 12 78.1738 101.9419 0.23558 0.029581 1.3736 0.90409 1.465 1.465 1 1 0.304 0 0.8 0 18241.1646 -18215.825 78.1738 0.8 10.0232 0 0 0 1 con 1 
3 13 94.6885 105.9688 0.13537 0.037599 1.2273 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 112367.012 112367.012 94.6885 0.6 5.0496 0.02144 0.2 -0.2 1 con 0 
3 14 101.1668 61.0808 0.095673 0.4431 1.1404 1.5005 0.695 0.695 1 1 0.152 -0.077 0.4 0.2 12111.6323 12031.0436 101.1668 0.6 3.1422 0.030455 0.4 -5.5511e-17 1 inc 1 
3 15 93.0265 105.9598 0.14969 0.037599 1.2536 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 21583.1812 -21583.1626 93.0265 0.6 5.0496 0.030455 0.4 5.5511e-17 1 con 1 
3 16 100.348 107.5347 0.10997 0.047685 1.1745 0.98921 1.465 1.465 1 1 0.152 0 0.4 0 21292.3717 21292.3531 100.348 0.4 2.3201 0.02144 0.2 -0.2 1 con 0 
3 17 104.2028 107.8898 0.069437 0.037481 1.0667 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 941.5824 822.8305 104.2028 0.6 3.1422 0.02144 0.2 0.2 1 con 1 
