id LogIdx EVCs(:,1) EVCs(:,2) ERs(:,1) ERs(:,2) RTs(:,1) RTs(:,2) ExpectedStateParam ActualStateParam ControlParamType_1 ControlParamType_2 ControlParamVal_1 ControlParamVal_2 CtrlIntensities_1 CtrlIntensities_2 ACC_HypotheticalBOLD_1 ACC_HypotheticalBOLD_2 ACC_HypotheticalBOLD_3 ACC_HypotheticalBOLD_4 ACC_HypotheticalBOLD_5 ACC_HypotheticalBOLD_6 ACC_HypotheticalBOLD_7 ACC_HypotheticalBOLD_8 TrialType TrialDescr condition 
18 1 108.1797 55.4103 0.047537 0.5049 0.98861 1.506 0.695 0.695 1 1 0.076 -0.077 0.2 0.2 0 0 108.1797 0.4 1.6442 0.069383 0.8 -0.4 1 inc 1 
18 2 99.1458 72.7129 0.0965 0.3256 1.1425 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 2039.0187 -2039.0187 99.1458 0.6 5.0496 0.048577 0.6 0.2 1 inc -1 
18 3 91.4781 72.7615 0.16338 0.3256 1.2768 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 31423.9028 -31320.9821 91.4781 0.6 5.0496 0 0 0 1 inc 1 
18 4 85.0556 105.9902 0.21904 0.037599 1.3547 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 45556.6904 -45556.6904 85.0556 0.6 5.0496 0 0 0 1 con 1 
18 5 97.2822 72.7615 0.11307 0.3256 1.1814 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 74451.1589 74451.1589 97.2822 0.6 5.0496 0 0 0 1 inc 1 
18 6 89.7429 105.9902 0.17842 0.037599 1.3002 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 41372.4893 -41372.4893 89.7429 0.6 5.0496 0 0 0 1 con 1 
18 7 98.9558 105.9902 0.098568 0.037599 1.1476 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 43666.8595 43666.8595 98.9558 0.6 5.0496 0 0 0 1 con 0 
18 8 103.4908 61.0808 0.07553 0.4431 1.0854 1.5005 0.695 0.695 1 1 0.152 -0.077 0.4 0.2 1649.8686 1649.8686 103.4908 0.6 3.1422 0.030455 0.4 -5.5511e-17 1 inc 1 
18 9 94.8396 72.7311 0.13398 0.3256 1.2247 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 11831.8448 -11831.1455 94.8396 0.6 5.0496 0.030455 0.4 5.5511e-17 1 inc 1 
18 10 87.7054 72.7615 0.19608 0.3256 1.3253 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 48163.1143 -48138.4162 87.7054 0.6 5.0496 0 0 0 1 inc 0 
18 11 82.3246 105.9902 0.24271 0.037599 1.3813 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 36456.3839 -36456.3839 82.3246 0.6 5.0496 0 0 0 1 con 0 
18 12 96.3271 105.9902 0.12135 0.037599 1.1993 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 90160.5751 90160.5751 96.3271 0.6 5.0496 0 0 0 1 con 1 
18 13 102.0357 107.8808 0.088142 0.037481 1.1209 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 5986.0708 5986.0708 102.0357 0.6 3.1422 0.030455 0.4 -5.5511e-17 1 con 0 
18 14 104.9714 107.9113 0.062961 0.037481 1.0456 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 525.694 482.4875 104.9714 0.6 3.1422 0 0 0 1 con 0 
18 15 106.3225 107.9113 0.051251 0.037481 1.0033 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 134.3913 134.3913 106.3225 0.6 3.1422 0 0 0 1 con 1 
18 16 107.1057 108.2277 0.057261 0.047537 1.0258 0.98861 1.465 1.465 1 1 0.076 0.077 0.2 0.2 55.9117 55.9117 107.1057 0.4 1.6442 0.02144 0.2 -0.2 1 con 0 
18 17 107.5997 108.2491 0.053165 0.047537 1.0107 0.98861 1.465 1.465 1 1 0.076 0.077 0.2 0.2 99.4565 -52.5484 107.5997 0.4 1.6442 0 0 0 1 con 1 
