id LogIdx EVCs(:,1) EVCs(:,2) ERs(:,1) ERs(:,2) RTs(:,1) RTs(:,2) ExpectedStateParam ActualStateParam ControlParamType_1 ControlParamType_2 ControlParamVal_1 ControlParamVal_2 CtrlIntensities_1 CtrlIntensities_2 ACC_HypotheticalBOLD_1 ACC_HypotheticalBOLD_2 ACC_HypotheticalBOLD_3 ACC_HypotheticalBOLD_4 ACC_HypotheticalBOLD_5 ACC_HypotheticalBOLD_6 ACC_HypotheticalBOLD_7 ACC_HypotheticalBOLD_8 TrialType TrialDescr condition 
1 1 108.2186 55.4492 0.047537 0.5049 0.98861 1.506 0.695 0.695 1 1 0.076 -0.077 0.2 0.2 0 0 108.2186 0.4 1.6442 0.030455 0.4 0.4 1 inc 1 
1 2 99.1458 72.7129 0.0965 0.3256 1.1425 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 1942.5943 -1726.7789 99.1458 0.6 5.0496 0.048577 0.6 0.2 1 inc -1 
1 3 91.4781 72.7615 0.16338 0.3256 1.2768 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 31423.9028 -31320.9821 91.4781 0.6 5.0496 0 0 0 1 inc 1 
1 4 85.0556 72.7615 0.21904 0.3256 1.3547 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 45556.6904 -45556.6904 85.0556 0.6 5.0496 0 0 0 1 inc 1 
1 5 80.6657 101.9205 0.2138 0.029581 1.3483 0.90409 1.465 1.465 1 1 0.304 0 0.8 0 29480.8779 -29480.8779 80.6657 0.8 10.0232 0.02144 0.2 0.2 1 con 1 
1 6 95.6749 105.9688 0.12682 0.037599 1.2105 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 99592.6774 99592.6774 95.6749 0.6 5.0496 0.02144 0.2 -0.2 1 con 1 
1 7 101.6947 107.8808 0.091097 0.037481 1.1287 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 8008.982 7922.0029 101.6947 0.6 3.1422 0.030455 0.4 -5.5511e-17 1 con 1 
1 8 104.8221 61.1112 0.064256 0.4431 1.0499 1.5005 0.695 0.695 1 1 0.152 -0.077 0.4 0.2 590.3227 547.43 104.8221 0.6 3.1422 0 0 0 1 inc 1 
1 9 95.9663 105.9598 0.12421 0.037599 1.2052 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 7479.1641 -7479.1641 95.9663 0.6 5.0496 0.030455 0.4 5.5511e-17 1 con 0 
1 10 101.8568 107.8808 0.089693 0.037481 1.125 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 6973.6585 6971.8036 101.8568 0.6 3.1422 0.030455 0.4 -5.5511e-17 1 con 1 
1 11 104.8929 61.1112 0.063642 0.4431 1.0479 1.5005 0.695 0.695 1 1 0.152 -0.077 0.4 0.2 558.6999 515.66 104.8929 0.6 3.1422 0 0 0 1 inc 0 
1 12 96.0305 72.7311 0.12366 0.3256 1.2041 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 7276.125 -7276.125 96.0305 0.6 5.0496 0.030455 0.4 5.5511e-17 1 inc 0 
1 13 88.6927 72.7615 0.18752 0.3256 1.3135 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 45847.1603 -45821.34 88.6927 0.6 5.0496 0 0 0 1 inc 0 
1 14 83.0212 105.9902 0.23668 0.037599 1.3748 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 39017.8901 -39017.8901 83.0212 0.6 5.0496 0 0 0 1 con 0 
1 15 96.5698 72.7615 0.11925 0.3256 1.1948 1.4513 0.695 0.695 1 1 0.228 0 0.6 0 86336.0105 86336.0105 96.5698 0.6 5.0496 0 0 0 1 inc 1 
1 16 89.1253 105.9902 0.18377 0.037599 1.3081 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 44198.5348 -44198.5348 89.1253 0.6 5.0496 0 0 0 1 con 0 
1 17 98.7319 105.9902 0.10051 0.037599 1.1523 0.94506 1.465 1.465 1 1 0.228 0 0.6 0 47919.9028 47919.9028 98.7319 0.6 5.0496 0 0 0 1 con 0 
1 18 103.3643 107.8808 0.076626 0.037481 1.0886 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 1843.409 1843.409 103.3643 0.6 3.1422 0.030455 0.4 -5.5511e-17 1 con 1 
1 19 105.5701 107.9113 0.057772 0.037481 1.0276 0.9445 1.465 1.465 1 1 0.152 0.077 0.4 0.2 332.3011 287.8503 105.5701 0.6 3.1422 0 0 0 1 con 0 
1 20 106.6232 61.1112 0.048645 0.4431 0.99308 1.5005 0.695 0.695 1 1 0.152 -0.077 0.4 0.2 95.3596 95.3596 106.6232 0.6 3.1422 0 0 0 1 inc 0 
