id LogIdx EVCs(:,1) EVCs(:,2) ERs(:,1) ERs(:,2) RTs(:,1) RTs(:,2) ExpectedStateParam ActualStateParam ControlParamType_1 ControlParamType_2 ControlParamVal_1 ControlParamVal_2 CtrlIntensities_1 CtrlIntensities_2 ACC_HypotheticalBOLD_1 ACC_HypotheticalBOLD_2 ACC_HypotheticalBOLD_3 ACC_HypotheticalBOLD_4 ACC_HypotheticalBOLD_5 ACC_HypotheticalBOLD_6 ACC_HypotheticalBOLD_7 ACC_HypotheticalBOLD_8 TrialType TrialDescr condition 
7 1 69.434 69.434 0.31105 0.31105 0.66571 0.66571 0.52 0.52 1 1 0 -0.304 0 0.8 0 0 69.434 0.8 10.0232 0.032128 0.6 0.2 1 B_inc 1 
7 2 73.1408 99.9802 0.27848 0.045861 0.65606 0.49326 1.28 1.28 1 1 0.304 0 0.8 0 478165.2068 30173.3132 73.1408 0.8 10.0232 0.083287 1.6 0 1 A_con 1 
7 3 90.3743 68.9649 0.17282 0.35838 0.60956 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 231729.825 231729.825 90.3743 0.6 5.0496 0.014243 0.2 -0.2 1 A_inc -1 
7 4 83.0509 68.9791 0.23642 0.35838 0.64065 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 97765.3402 -97765.3402 83.0509 0.6 5.0496 0 0 0 1 A_inc 0 
7 5 77.8349 103.8527 0.28163 0.056126 0.65708 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 65629.9489 -65629.9489 77.8349 0.6 5.0496 0 0 0 1 A_con 0 
7 6 29.9087 103.6588 0.7404 0.1012 0.64958 0.5579 -0.28 -0.28 1 1 0 0 0 0 371410.8445 -354256.5191 29.9087 0 0 0.043339 0.6 -0.6 1 B_con 1 
7 7 50.9368 104.9172 0.55127 0.083417 0.68828 0.54066 1.28 1.28 1 1 0.076 0 0.2 0 134878.0263 119861.724 50.9368 0.2 0.82212 0.014243 0.2 0.2 1 A_con 0 
7 8 37.5887 103.6879 0.67409 0.1012 0.66952 0.5579 -0.28 -0.28 1 1 0 0 0 0 125455.9938 -121816.1001 37.5887 0 0 0.014243 0.2 -0.2 1 B_con 1 
7 9 71.179 65.8814 0.36272 0.40864 0.67743 0.6845 0.52 0.52 1 1 0 -0.152 0 0.4 524216.6632 524216.6632 71.179 0.4 2.3201 0.028688 0.4 0.4 1 B_inc 0 
7 10 69.6654 103.8385 0.35231 0.056126 0.6754 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 143997.6319 -138013.8857 69.6654 0.6 5.0496 0.014243 0.2 0.2 1 B_con 0 
7 11 89.1823 68.9791 0.18328 0.35838 0.61543 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 167251.8967 167251.8967 89.1823 0.6 5.0496 0 0 0 1 B_inc 1 
7 12 82.1478 68.9791 0.24425 0.35838 0.64379 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 83624.8775 -83616.4081 82.1478 0.6 5.0496 0 0 0 1 B_inc 0 
7 13 77.2311 68.9791 0.28686 0.35838 0.65873 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 92076.9096 -92074.7207 77.2311 0.6 5.0496 0 0 0 1 B_inc 0 
7 14 74.0471 103.8527 0.31446 0.056126 0.66662 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 51886.6241 -51885.4537 74.0471 0.6 5.0496 0 0 0 1 B_con 0 
7 15 31.4619 56.0308 0.72694 0.514 0.65427 0.68987 0.48 0.48 1 1 0 0 0 0 344556.3217 -319950.3394 31.4619 0 0 0.043339 0.6 -0.6 1 A_inc 0 
7 16 84.5733 103.8094 0.22285 0.056126 0.63487 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 457554.305 443178.583 84.5733 0.6 5.0496 0.043339 0.6 0.6 1 B_con 1 
7 17 25.861 103.6588 0.77548 0.1012 0.6356 0.5579 1.28 1.28 1 1 0 0 0 0 457050.4224 -456762.0252 25.861 0 0 0.043339 0.6 -0.6 1 A_con 0 
7 18 62.7467 105.1231 0.43581 0.068523 0.6873 0.52407 1.28 1.28 1 1 0.152 0 0.4 0 375892.3103 375892.3103 62.7467 0.4 2.3201 0.028688 0.4 0.4 1 A_con 1 
7 19 86.8341 105.814 0.22004 0.055535 0.63362 0.50744 1.28 1.28 1 1 0.152 0.08 0.4 0.2 185399.8581 185399.8581 86.8341 0.6 3.1422 0.014243 0.2 0.2 1 A_con 0 
7 20 97.2383 50.7743 0.11688 0.51959 0.57131 0.68975 0.48 0.48 1 1 0.152 -0.16 0.4 0.4 3976.6928 3976.6928 97.2383 0.8 4.6402 0.014243 0.2 0.2 1 A_inc 0 
7 21 87.2224 103.8206 0.19998 0.056126 0.62414 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 23215.1071 -23161.789 87.2224 0.6 5.0496 0.032128 0.6 -0.2 1 A_con 1 
7 22 96.5356 105.808 0.1359 0.055535 0.5858 0.50744 1.28 1.28 1 1 0.152 0.08 0.4 0.2 22695.1991 22651.2335 96.5356 0.6 3.1422 0.020201 0.4 -5.5511e-17 1 A_con 1 
7 23 17.764 103.67 0.84576 0.1012 0.59824 0.5579 -0.28 -0.28 1 1 0 0 0 0 568073.362 -568073.362 17.764 0 0 0.032128 0.6 -0.6 1 B_con 0 
7 24 53.4442 103.7022 0.53679 0.1012 0.68911 0.5579 -0.28 -0.28 1 1 0 0 0 0 138370.6921 138370.6921 53.4442 0 0 0 0 0 1 B_con 1 
7 25 36.1378 56.0741 0.68679 0.514 0.66629 0.68987 0.48 0.48 1 1 0 0 0 0 131259.9047 -131259.9047 36.1378 0 0 0 0 0 1 A_inc 1 
7 26 77.3435 68.9358 0.28551 0.35838 0.65831 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 479952.0445 479952.0445 77.3435 0.6 5.0496 0.043339 0.6 0.6 1 B_inc 1 
7 27 54.6459 68.9173 0.48207 0.35838 0.68979 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 413854.8185 -301377.5393 54.6459 0.6 5.0496 0.061837 1.2 0 1 A_inc 0 
7 28 60.5504 103.8527 0.43143 0.056126 0.68691 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 39019.4738 38579.3626 60.5504 0.6 5.0496 0 0 0 1 A_con 1 
7 29 85.5127 103.8527 0.21508 0.056126 0.63137 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 307267.9041 307267.9041 85.5127 0.6 5.0496 0 0 0 1 A_con 0 
7 30 24.078 56.0308 0.79094 0.514 0.62856 0.68987 0.52 0.52 1 1 0 0 0 0 530129.2942 -530129.2942 24.078 0 0 0.043339 0.6 -0.6 1 B_inc 0 
7 31 88.0886 68.9358 0.19238 0.35838 0.62028 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 521493.9012 521493.9012 88.0886 0.6 5.0496 0.043339 0.6 0.6 1 A_inc 1 
7 32 48.8791 68.9173 0.53205 0.35838 0.68933 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 443340.5882 -379005.4256 48.8791 0.6 5.0496 0.061837 1.2 0 1 B_inc 1 
7 33 78.0299 68.9173 0.2794 0.35838 0.65636 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 462052.046 227612.934 78.0299 0.6 5.0496 0.061837 1.2 0 1 A_inc 0 
7 34 74.653 69.4519 0.26597 0.31105 0.65185 0.66571 0.48 0.48 1 1 0.304 0 0.8 0 42079.8032 -41993.4826 74.653 0.8 10.0232 0.014243 0.2 0.2 1 A_inc 1 
7 35 72.6452 100.0635 0.2835 0.045861 0.65767 0.49326 1.28 1.28 1 1 0.304 0 0.8 0 24694.2729 -24663.9892 72.6452 0.8 10.0232 0 0 0 1 A_con 1 
7 36 32.8702 103.644 0.7146 0.1012 0.65827 0.5579 -0.28 -0.28 1 1 0 0 0 0 326776.0936 -274049.1572 32.8702 0 0 0.058199 0.8 -0.8 1 B_con 0 
7 37 48.6982 61.3662 0.57068 0.46088 0.68672 0.689 0.48 0.48 1 1 0.076 0 0.2 0 127240.0678 77530.0847 48.6982 0.2 0.82212 0.014243 0.2 0.2 1 A_inc 1 
7 38 71.2295 103.807 0.33848 0.056126 0.67245 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 395611.932 260547.2741 71.2295 0.6 5.0496 0.045736 0.8 0.4 1 B_con 1 
7 39 30.9122 103.6588 0.7317 0.1012 0.65265 0.5579 1.28 1.28 1 1 0 0 0 0 365341.9924 -362049.2148 30.9122 0 0 0.043339 0.6 -0.6 1 A_con 0 
7 40 67.0637 105.1231 0.39839 0.068523 0.68318 0.52407 1.28 1.28 1 1 0.152 0 0.4 0 462383.2439 462383.2439 67.0637 0.4 2.3201 0.028688 0.4 0.4 1 A_con 1 
7 41 88.8656 58.7249 0.20243 0.46366 0.62536 0.68914 0.48 0.48 1 1 0.152 -0.08 0.4 0.2 96673.1083 96673.1083 88.8656 0.6 3.1422 0.014243 0.2 0.2 1 A_inc 0 
7 42 41.1489 61.3518 0.63598 0.46088 0.67767 0.689 0.52 0.52 1 1 0 -0.076 0 0.2 501115.6058 -501115.6058 41.1489 0.2 0.82212 0.028688 0.4 -0.4 1 B_inc 0 
7 43 51.1133 103.824 0.51298 0.056126 0.68989 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 93185.2535 93000.0051 51.1133 0.6 5.0496 0.028688 0.4 0.4 1 B_con 0 
7 44 39.6778 56.0308 0.65573 0.514 0.67372 0.68987 0.48 0.48 1 1 0 0 0 0 188237.0612 -115399.7089 39.6778 0 0 0.043339 0.6 -0.6 1 A_inc 1 
7 45 78.1051 68.9358 0.27891 0.35838 0.6562 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 426824.6951 379688.3694 78.1051 0.6 5.0496 0.043339 0.6 0.6 1 B_inc 1 
7 46 74.6295 103.8527 0.30941 0.056126 0.66527 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 68000.2373 -67850.5419 74.6295 0.6 5.0496 0 0 0 1 B_con 1 
7 47 30.8191 56.0308 0.73251 0.514 0.65237 0.68987 0.48 0.48 1 1 0 0 0 0 356872.0593 -342151.4349 30.8191 0 0 0.043339 0.6 -0.6 1 A_inc 0 
7 48 84.7421 68.9358 0.22138 0.35838 0.63422 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 461958.5179 455000.387 84.7421 0.6 5.0496 0.043339 0.6 0.6 1 B_inc 1 
7 49 54.5354 103.7909 0.48303 0.056126 0.68981 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 451181.0407 -286800.611 54.5354 0.6 5.0496 0.061837 1.2 0 1 A_con 0 
7 50 39.3788 61.3347 0.65118 0.46088 0.67469 0.689 0.52 0.52 1 1 0 -0.076 0 0.2 223883.1051 -126021.9072 39.3788 0.2 0.82212 0.045736 0.8 -0.4 1 B_inc 0 
7 51 79.0941 103.807 0.27032 0.056126 0.65334 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 435005.8987 363958.879 79.0941 0.6 5.0496 0.045736 0.8 0.4 1 A_con 1 
7 52 92.8766 68.9791 0.15126 0.35838 0.5963 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 145514.1943 145514.1943 92.8766 0.6 5.0496 0 0 0 1 A_inc 0 
7 53 41.0883 65.8578 0.62332 0.40864 0.6799 0.6845 0.52 0.52 1 1 0 -0.152 0 0.4 475941.4731 -475099.7172 41.0883 0.4 2.3201 0.052313 1 -0.2 1 B_inc 0 
7 54 51.9176 103.8385 0.50613 0.056126 0.68997 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 74668.7456 74548.1709 51.9176 0.6 5.0496 0.014243 0.2 0.2 1 B_con 0 
7 55 81.8207 68.9791 0.24708 0.35838 0.6449 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 345583.3368 345583.3368 81.8207 0.6 5.0496 0 0 0 1 B_inc 0 
7 56 77.014 103.8527 0.28874 0.056126 0.65931 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 107095.4956 -107074.0281 77.014 0.6 5.0496 0 0 0 1 B_con 0 
7 57 92.0476 68.9791 0.15844 0.35838 0.6009 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 161158.1485 161158.1485 92.0476 0.6 5.0496 0 0 0 1 B_inc 0 
7 58 41.8363 105.0995 0.61684 0.068523 0.68095 0.52407 1.28 1.28 1 1 0.152 0 0.4 0 471182.9918 -469891.8187 41.8363 0.4 2.3201 0.052313 1 -0.2 1 A_con 0 
7 59 76.704 103.8385 0.2913 0.056126 0.66009 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 406447.204 406447.204 76.704 0.6 5.0496 0.014243 0.2 0.2 1 A_con 1 
7 60 92.335 105.808 0.17231 0.055535 0.60926 0.50744 1.28 1.28 1 1 0.152 0.08 0.4 0.2 67462.8191 67462.8191 92.335 0.6 3.1422 0.020201 0.4 -5.5511e-17 1 A_con 0 
7 61 99.3659 58.7391 0.11155 0.46366 0.56692 0.68914 0.48 0.48 1 1 0.152 -0.08 0.4 0.2 2116.6129 2084.0527 99.3659 0.6 3.1422 0 0 0 1 A_inc 0 
7 62 32.7643 103.67 0.71575 0.1012 0.65791 0.5579 -0.28 -0.28 1 1 0 0 0 0 550081.599 -550081.599 32.7643 0 0 0.032128 0.6 -0.6 1 B_con 0 
7 63 48.5503 103.7022 0.57921 0.1012 0.68587 0.5579 1.28 1.28 1 1 0 0 0 0 102597.3249 77405.7332 48.5503 0 0 0 0 0 1 A_con 0 
7 64 79.3245 65.8814 0.29212 0.40864 0.66033 0.6845 0.48 0.48 1 1 0.152 0 0.4 0 459337.0582 459337.0582 79.3245 0.4 2.3201 0.028688 0.4 0.4 1 A_inc 0 
7 65 48.1751 65.8693 0.562 0.40864 0.68748 0.6845 0.52 0.52 1 1 0 -0.152 0 0.4 431459.6052 -430423.0248 48.1751 0.4 2.3201 0.040811 0.8 0 1 B_inc 0 
7 66 56.2156 68.9649 0.46888 0.35838 0.68937 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 71624.3965 71041.2267 56.2156 0.6 5.0496 0.014243 0.2 0.2 1 B_inc 0 
7 67 61.4467 68.9791 0.42367 0.35838 0.68617 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 33339.456 33121.0189 61.4467 0.6 5.0496 0 0 0 1 B_inc 1 
7 68 64.5129 103.8527 0.39709 0.056126 0.683 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 17290.8516 17175.5786 64.5129 0.6 5.0496 0 0 0 1 B_con 0 
7 69 87.1275 103.8527 0.20109 0.056126 0.62469 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 279751.7866 279751.7866 87.1275 0.6 5.0496 0 0 0 1 B_con 1 
7 70 23.6741 103.6588 0.79444 0.1012 0.62688 0.5579 1.28 1.28 1 1 0 0 0 0 524834.4722 -524834.4722 23.6741 0 0 0.043339 0.6 -0.6 1 A_con 1 
7 71 55.9553 104.9172 0.50778 0.083417 0.68996 0.54066 -0.28 -0.28 1 1 0 -0.076 0 0.2 223514.7714 223514.7714 55.9553 0.2 0.82212 0.014243 0.2 0.2 1 B_con 0 
7 72 83.5581 105.808 0.24838 0.055535 0.6454 0.50744 -0.28 -0.28 1 1 -0.08 -0.152 0.2 0.4 337620.9145 337620.9145 83.5581 0.6 3.1422 0.020201 0.4 0.4 1 B_con 0 
7 73 96.0402 105.5442 0.12726 0.04489 0.57944 0.49174 -0.28 -0.28 1 1 -0.16 -0.152 0.4 0.4 5797.0506 5797.0506 96.0402 0.8 4.6402 0.014243 0.2 0.2 1 B_con 0 
7 74 100.9485 105.5584 0.084845 0.04489 0.54214 0.49174 -0.28 -0.28 1 1 -0.16 -0.152 0.4 0.4 923.6826 923.6826 100.9485 0.8 4.6402 0 0 0 1 B_con 1 
7 75 103.1461 105.8814 0.078658 0.054951 0.53561 0.50663 -0.28 -0.28 1 1 -0.16 -0.076 0.4 0.2 262.3049 262.3049 103.1461 0.6 3.1422 0.014243 0.2 -0.2 1 B_con 1 
7 76 13.6088 56.042 0.88177 0.514 0.5724 0.68987 0.48 0.48 1 1 0 0 0 0 569930.3084 -569930.3084 13.6088 0 0 0.032128 0.6 -0.6 1 A_inc 1 
7 77 94.6682 68.9358 0.13535 0.35838 0.5854 0.6766 0.52 0.52 1 1 0 -0.228 0 0.6 566027.636 566027.636 94.6682 0.6 5.0496 0.043339 0.6 0.6 1 B_inc 1 
7 78 39.0582 105.0995 0.64091 0.068523 0.67674 0.52407 1.28 1.28 1 1 0.152 0 0.4 0 489565.5557 -489565.5557 39.0582 0.4 2.3201 0.052313 1 -0.2 1 A_con 1 
7 79 75.0817 103.8385 0.30537 0.056126 0.66416 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 409555.8236 409555.8236 75.0817 0.6 5.0496 0.014243 0.2 0.2 1 A_con 0 
7 80 27.9029 103.6588 0.75779 0.1012 0.64299 0.5579 -0.28 -0.28 1 1 0 0 0 0 483020.4697 -483020.4697 27.9029 0 0 0.043339 0.6 -0.6 1 B_con 1 
7 81 52.2463 56.0741 0.54717 0.514 0.68854 0.68987 0.48 0.48 1 1 0 0 0 0 115902.4313 115902.4313 52.2463 0 0 0 0 0 1 A_inc 1 
7 82 56.561 105.1231 0.48942 0.068523 0.68993 0.52407 1.28 1.28 1 1 0.152 0 0.4 0 128467.6014 97564.3009 56.561 0.4 2.3201 0.028688 0.4 0.4 1 A_con 0 
7 83 83.7676 68.9649 0.23008 0.35838 0.638 0.6766 0.48 0.48 1 1 0.228 0 0.6 0 340209.7702 340209.7702 83.7676 0.6 5.0496 0.014243 0.2 0.2 1 A_inc 0 
7 84 78.3288 103.8527 0.27735 0.056126 0.65569 0.50825 1.28 1.28 1 1 0.228 0 0.6 0 109879.4123 -109759.3743 78.3288 0.6 5.0496 0 0 0 1 A_con 0 
7 85 27.8032 103.6588 0.75865 0.1012 0.64264 0.5579 -0.28 -0.28 1 1 0 0 0 0 442997.0674 -442964.2332 27.8032 0 0 0.043339 0.6 -0.6 1 B_con 0 
7 86 52.3272 56.0741 0.54647 0.514 0.68859 0.68987 0.48 0.48 1 1 0 0 0 0 133450.6303 133450.6303 52.3272 0 0 0 0 0 1 A_inc 0 
7 87 66.9923 103.8094 0.37523 0.056126 0.67965 0.50825 -0.28 -0.28 1 1 0 -0.228 0 0.6 342377.8452 207580.757 66.9923 0.6 5.0496 0.043339 0.6 0.6 1 B_con 0 
7 88 32.0376 103.6588 0.72195 0.1012 0.65592 0.5579 1.28 1.28 1 1 0 0 0 0 340019.3779 -337740.8083 32.0376 0 0 0.043339 0.6 -0.6 1 A_con 1 
7 89 67.6835 105.1231 0.39302 0.068523 0.68243 0.52407 1.28 1.28 1 1 0.152 0 0.4 0 481569.8804 481569.8804 67.6835 0.4 2.3201 0.028688 0.4 0.4 1 A_con 1 
